date,actual_nwl,synthetic_nwl,gap,period
2020-11-01,0.5615147541366399,0.3656116142911343,0.19590313984550556,post
2020-12-01,0.3319438547954488,0.32432395297896677,0.007619901816482033,post
2021-01-01,0.2942763464285802,0.13809984641919562,0.15617650000938457,post
2021-02-01,0.749124473914035,0.12770910305622224,0.6214153708578127,post
2021-03-01,0.7720364514995771,0.15610932235839084,0.6159271291411863,post
2021-04-01,0.6539934119470845,0.16187328518384136,0.4921201267632431,post
2021-05-01,0.997503159815732,0.15992782204580336,0.8375753377699287,post
2021-06-01,0.9257611711767162,-0.09336566014791488,1.019126831324631,post
2021-07-01,0.8258692476887239,-0.36942651617281846,1.1952957638615425,post
2021-08-01,1.004660214746914,-0.588457245488096,1.59311746023501,post
2021-09-01,0.775954105226073,-0.47895462609306444,1.2549087313191374,post
2021-10-01,0.7774560270082107,-0.4097672607088988,1.1872232877171096,post
2021-11-01,0.8508568927715062,-0.42594095062361503,1.2767978433951213,post
2021-12-01,0.6870698494549056,-0.45276302631014864,1.1398328757650542,post
2022-01-01,0.7540455283776537,-0.26828014799344885,1.0223256763711026,post
2022-02-01,1.218350948494602,0.10638403024137888,1.111966918253223,post
2022-03-01,0.9990435334587896,0.06614027922545734,0.9329032542333322,post
2022-04-01,1.1540724736934305,0.1324971033901192,1.0215753703033112,post
2022-05-01,0.5316197416427187,0.18651331331435164,0.34510642832836713,post
2022-06-01,0.4448035889176266,0.21372177464466463,0.23108181427296198,post
2022-07-01,0.2558560518139843,0.17115094664595482,0.08470510516802948,post
2022-08-01,0.0220435656897362,0.6921660943311981,-0.6701225286414619,post
2022-09-01,0.0971584733308858,0.6307711703898912,-0.5336126970590054,post
2022-10-01,-0.0302655899812134,0.627455448477438,-0.6577210384586514,post
2022-11-01,-0.603020622036222,1.0470751622416585,-1.6500957842778805,post
2022-12-01,-0.4415705352844662,0.9040328243964534,-1.3456033596809196,post
2023-01-01,-0.6209336830513372,0.6512900624324683,-1.2722237454838057,post
2023-02-01,-1.3432783516292806,0.9258942388729258,-2.2691725905022064,post
2023-03-01,-1.0855735532920456,0.9351310278181979,-2.0207045811102438,post
2023-04-01,-0.832252309485034,0.8136010123326091,-1.645853321817643,post
2023-05-01,-1.2113375965190103,0.7221051409982551,-1.9334427375172654,post
2023-06-01,-1.2064043072281885,0.48845022976524205,-1.6948545369934305,post
2023-07-01,-1.0601813744449755,0.4015099549151352,-1.4616913293601108,post
2023-08-01,-0.98286290899645,0.5619771568822667,-1.5448400658787167,post
2023-09-01,-0.8696763762303575,0.5007941589815295,-1.3704705352118869,post
2023-10-01,-0.5550584359296575,0.4964898428288175,-1.051548278758475,post
2023-11-01,-0.4882857411042333,-0.07960229290409235,-0.4086834482001409,post
2023-12-01,-0.5013834802239939,-0.2269521631504852,-0.27443131707350876,post
2024-01-01,-0.3752879137366143,-0.1378635972708674,-0.2374243164657469,post
2024-02-01,0.2874823209147884,-0.4579711192948044,0.7454534402095928,post
2024-03-01,0.1887756256601893,-0.6830378138676616,0.871813439527851,post
2024-04-01,0.5972440460580505,-0.4980347479070473,1.0952787939650979,post
2024-05-01,0.5405884786780819,-0.7501551295343711,1.290743608212453,post
2024-06-01,0.406463701101066,-0.7757865947525927,1.1822502958536587,post
2024-07-01,0.3581650210133106,-0.6833198584844654,1.041484879497776,post
2024-08-01,0.5881179925971444,-0.7862373441003793,1.3743553366975236,post
2024-09-01,0.6002520288181988,-0.8550528009384046,1.4553048297566034,post
2024-10-01,0.7781116798026406,-0.8485821616813005,1.6266938414839411,post
2024-11-01,0.5696528864846672,-0.7616142571107748,1.331267143595442,post
2024-12-01,0.5900730554008169,-0.8290010078974375,1.4190740632982544,post
